"asset_tag","model_category","model","model.display_name","assigned_to","install_status","ci"
"A0001565445","Network Gear","Cisco Systems, Inc. 880 Series Integrated Services Routers 881","Cisco Systems, Inc. 880 Series Integrated Services Routers 881","Lan Nguyen","In use",""
"A0000680733","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001788884","Network Gear","Cisco Systems, Inc. Nexus 9300-FX Series Switches N9K-C93180YC-FX","Cisco Systems, Inc. Nexus 9300-FX Series Switches N9K-C93180YC-FX","","In use","rriwsdc-aci-leaf-ci61-35"
"4492375","Network Gear","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","","In use","WHE-AS-M4A-1-5"
"A0004813258","Network Gear","Cisco Systems, Inc. Nexus 9800 8-slot Fabric Module N9K-C9808","Cisco Systems, Inc. Nexus 9800 8-slot Fabric Module N9K-C9808","","In use","atl0101-06d-0101-ncr01"
"C3736768","Network Gear","Cisco Systems, Inc. 800 Series 802","Cisco Systems, Inc. 800 Series 802","","In use",""
"C3736566","Network Gear","Cisco Systems, Inc. 800 Series 802","Cisco Systems, Inc. 800 Series 802","","In use",""
"A0000683827","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4258641","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazshdc-wifi-idf08-01-FJC2336T04Q"
"A0000746031","Network Gear","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","","In use",""
"A0000681594","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4258756","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazshdc-wifi-idf08-01"
"A0000686071","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000746032","Network Gear","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","","In use",""
"A0000967483","Network Gear","Cisco Systems, Inc. Aironet 2800 Series AIR-AP2802I-B-K9","Cisco Systems, Inc. Aironet 2800 Series AIR-AP2802I-B-K9","","In use","HRN-AP-L1-1"
"A0004529403","Network Gear","Cisco Systems, Inc. Aironet 3800 Series AIR-AP3802I-B-K9","Cisco Systems, Inc. Aironet 3800 Series AIR-AP3802I-B-K9","","In use","CSR-AP-L1-20"
"A0004518934","Network Gear","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","","In use","RCAPADI-AP-L3-CA11-162"
"A0000682584","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"C3738894","Network Gear","Cisco Systems, Inc. 800 Series 802","Cisco Systems, Inc. 800 Series 802","","In use","MRL-AP-L1-IDF2E-41"
"A0001894056","Network Gear","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","rcacoom-mpls-mdf-01"
"A0001776167","Network Gear","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","rtxfoom-mpls-mdf-02"
"A0004518409","Network Gear","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","","In use","RPASTDI-AP-L2-CA11-068"
"A0000684300","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"3220702","Network Gear","Cisco Systems, Inc. Network Modules C3KX-NM-10G=","Cisco Systems, Inc. Network Modules C3KX-NM-10G=","","In use",""
"A0000683535","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0004852244","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazshdc-hmc26-cpu-n20"
"A0000181056","Network Gear","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","","In use",""
"A0000645083","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0001788742","Network Gear","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","rcacoom-mpls-mdf-02"
"A0000680195","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000681610","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"2957315","Network Gear","Cisco Systems, Inc. Nexus 5000 Series Switches N5K-C5596UP","Cisco Systems, Inc. Nexus 5000 Series Switches N5K-C5596UP","","In use","pdc-ss-vdc-cvty-16"
"3220704","Network Gear","Cisco Systems, Inc. Network Modules C3KX-NM-10G=","Cisco Systems, Inc. Network Modules C3KX-NM-10G=","","In use",""
"CISDNK0000062411","Network Gear","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","","In use",""
"4258642","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazshdc-wifi-idf06-01"
"A0001781817","Network Gear","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","rtxfoom-mpls-mdf-01"
"A0000681464","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000645088","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0000645095","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0000686348","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0004852263","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazshdc-hmc27-cpu-g20"
"A0001906415","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","rriwocp-acc-mdf-02-FJC25201BHR"
"A0000645097","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"4258713","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazshdc-wifi-idf06-01-FJC2336S07F"
"CISDNK0000002027","Network Gear","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","","In use",""
"4548608","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","mid-ds-l2-sdwan-lab-out-1"
"A0000685066","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000645090","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0000645082","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0000686723","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0004518744","Network Gear","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","","In use","RCAPADI-AP-L3-CA12-147"
"A0000645085","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"CISDNK0000001937","Network Gear","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","","In use",""
"A0000683453","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000645089","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0000645105","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0001077753","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf10-01-FOC2136L0FC"
"A0001077984","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf10-01"
"A0000684452","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000683457","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000681591","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001077988","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf10-01-FOC2136U0JN"
"A0000552381","Network Gear","Cisco Systems, Inc. Catalyst 4500 Series Switches 4507R+E","Cisco Systems, Inc. Catalyst 4500 Series Switches 4507R+E","","In use","pmnblcp-dis-mdf-02"
"A0000966181","Network Gear","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","","In use","rgacoom-vgr-mdf-02"
"A0000687258","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001077857","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf10-01-FCW2136D0NG"
"CISDNK0000002118","Network Gear","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","Cisco Systems, Inc. Catalyst 6500-E Series WS-C6509-E","","In use",""
"A0000552382","Network Gear","Cisco Systems, Inc. Catalyst 4500 Series Switches 4507R+E","Cisco Systems, Inc. Catalyst 4500 Series Switches 4507R+E","","In use","pmnblcp-dis-mdf-01"
"A0000684486","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001488844","Network Gear","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","","In use","pctmddc-mpls-mdf-aet-01"
"A0000681173","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"4191516","Network Gear","Cisco Systems, Inc. Nexus 9500 Series Switches N9K-C9504","Cisco Systems, Inc. Nexus 9500 Series Switches N9K-C9504","","In use","pazshdc-acipt-spine-b18-01"
"A0000746004","Network Gear","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","","In use",""
"A0001488846","Network Gear","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","","In use","pctwidc-mpls-mdf-aet-04"
"A0000645103","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0004852290","Network Gear","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-48T","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-48T","","In use","win-ss-l2-ief-1"
"A0001077847","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf11-01-FCW2136D0ES"
"M007691","Network Gear","Cisco Systems, Inc. Nexus 6000 Series Switches 6001","Cisco Systems, Inc. Nexus 6000 Series Switches 6001","","In use","mid-ss-l2-dmz-1"
"A0000685386","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0001077836","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf11-01"
"A0000680031","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000684298","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000645096","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"M155131","Network Gear","Cisco Systems, Inc. Firepower 9300 Series FPR-C9300","Cisco Systems, Inc. Firepower 9300 Series FPR-C9300","","In use","GWV-DS-M9A-FARM-2"
"A0000645094","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0000645087","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0000683237","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0004853724","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","rcogoom-acc-mdf-01-FJC282014Z2"
"A0001077870","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf11-01-FCW2136F02M"
"A0000965694","Network Gear","Cisco Systems, Inc. VG Series Gateways VG310","Cisco Systems, Inc. VG Series Gateways VG310","","In use","rcaceomvgmdf-01"
"A0001488841","Network Gear","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","","In use","pctmddc-mpls-mdf-aet-02"
"A0000687058","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000645104","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"A0001077854","Network Gear","Cisco Systems, Inc. Catalyst 38xxstack","Cisco Systems, Inc. Catalyst 38xxstack","","In use","ppawbmo-acc-idf11-01-FOC2136L0F3"
"A0003158738","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","rriwsdc-acc-idf2e-03-FJC26271PU8"
"A0004519713","Network Gear","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","Cisco Systems, Inc. Catalyst 9130AX Series Access Points C9130AXE-B","","In use","RNYWVDI-AP-L2-CA26-040"
"4191515","Network Gear","Cisco Systems, Inc. Nexus 9500 Series Switches N9K-C9504","Cisco Systems, Inc. Nexus 9500 Series Switches N9K-C9504","","In use","pazshdc-acipt-spine-y15-02"
"4298027","Network Gear","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","Cisco Systems, Inc. Catalyst 9300 Series Switches C9300-24UX-A","","In use","OVR-DS-M13A-FARM-2"
"A0000645081","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
"4492478","Network Gear","Cisco Systems, Inc. CATALYST 9300-24P","Cisco Systems, Inc. CATALYST 9300-24P","","In use","pazpodc-acc-idf1-01"
"A0000746006","Network Gear","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","Cisco Systems, Inc. Line Cards WS-X4548-GB-RJ45V=","","In use",""
"A0001790944","Network Gear","Cisco Systems, Inc. Catalyst 9500 Series Switches C9500-48Y4C","Cisco Systems, Inc. Catalyst 9500 Series Switches C9500-48Y4C","","In use","eazshdc-dis-vceneter-02"
"A0001790938","Network Gear","Cisco Systems, Inc. Catalyst 9500 Series Switches C9500-48Y4C","Cisco Systems, Inc. Catalyst 9500 Series Switches C9500-48Y4C","","In use","eazshdc-dis-vceneter-01"
"A0000966114","Network Gear","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","","In use","rwatuom-vgr-mdf-02"
"A0001906064","Network Gear","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","rnyplom-mpls-mdf-02"
"4522893","Network Gear","Cisco Systems, Inc. Catalyst 9130AX Series Access Points 9130AXI","Cisco Systems, Inc. Catalyst 9130AX Series Access Points 9130AXI","","In use","RRICBCP-AP-L1-9"
"A0000878762","Network Gear","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","","In use","sundial01"
"A0004459145","Network Gear","Cisco Systems, Inc. Nexus 9300-FX Series Switches N9K-C93180YC-FX","Cisco Systems, Inc. Nexus 9300-FX Series Switches N9K-C93180YC-FX","","In use","pgatlpv-dis-dc-dmz-01"
"4523223","Network Gear","Cisco Systems, Inc. Catalyst 9130AX Series Access Points 9130AXI","Cisco Systems, Inc. Catalyst 9130AX Series Access Points 9130AXI","","In use","RRICBCP-AP-L2-24"
"A0000681939","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000686776","Network Gear","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","Cisco Systems, Inc. 2900 Series Integrated Services Routers C2911-SEC/K9","","In use",""
"A0000645093","Network Gear","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","Cisco Systems, Inc. Nexus 7000 Series Switches N7K-SUP1-BUN","","In use",""
